PLAYER_NAME,YEAR,SOURCE,BB_DATE,BB_RANK,DRAFT_RANK,APPROV_VAL,BB_TEXT,,,,,
Bobby Portis,2015,SI,6/22/15,15,,,"A two-year standout at Arkansas, Portis finished a second-team All-America selection in 2015. The former McDonald_s All-American was named the SEC Player of the Year after putting up 17.5 points and 8.9 rebounds for the Razorbacks last season. He was also a top-20 finalist for the John R. Wooden Award. Portis was mentored by former Arkansas great Corliss Williamson, who was coincidently the last Razorback named the SEC Player of the Year. Portis is a relentless rebounder, especially on the offensive glass (4.5 offensive rebounds per game). He plays with a motor that doesn_t stop, attacking the boards with a fervor NBA teams will love. The mechanics of his jumper aren_t great, but they get the job done, even out to the three-point line, where he hit 46.7% of his shots last season. Although Portis isn_t an elite athlete, he has the foot speed to guard bigs on the perimeters as well as get by them off the bounce. Lack of athleticism and strength make him an oddly sub-standard defensive rebounder for a player his size. Additionally, despite good length, Portis isn_t an elite rim protector or shot blocker. Most of Portis_s points come off energy plays, hustle, and open jump shots, as he_s not going to create a ton of offense on his own. You can_t just give him the ball on the block and ask him to go to work. Portis_s post game isn_t refined, but given his soft touch as a jump-shooter, it_s an area he could develop down the line.",,,,,
Jerian Grant,2015,SI,6/22/15,16,,,"Grant helped Notre Dame morph into one of the most efficient offenses in the country last season. Though he led the Irish in scoring, Grant was also the team_s best facilitator, posting an assist rate that ranked among the nation_s top 40. As capable as Grant is at setting up teammates, he is also as capable of creating his own looks. In 2014-15, he averaged more than 18 points per 40 minutes, adjusted for pace, and made better than 57% of his two-point attempts. Grant particularly excelled in transition last season, as he averaged more than 1.2 points per possession on those situations, according to Synergy Sports. In addition, his size projects well for an NBA point guard. While he established himself as a capable scorer and playmaker at Notre Dame, Grant doesn_t project as a top-flight long-range shooter. He connected on 34.5% of his three-point attempts during his time at Notre Dame, and only 31.6% during his senior season. Grant recorded one of the highest steal rates among ACC players during conference play in 2015 and has the potential to become a solid perimeter defender because of his size and athleticism, but he didn_t distinguish himself favorably on that end of the floor during his time at Notre Dame. Though Grant had more time to hone his game in college, he is 22 entering the draft_significantly older than many top prospects.",,,,,
Kevon Looney,2015,SI,6/22/15,17,,,"Hyped out of high school, Looney had a solid freshman year at UCLA, but it didn_t quite live up to the billing. Looney remains intriguing physically with a 7_3_ wingspan, but showed up with a somewhat alarming 11.9% body fat at the draft combine. He_s a strong rebounder but NBA teams are interested because of his perimeter skills and stretch-four potential. During his prep career, Looney operated as a scorer all over the floor, whereas at UCLA he flashed his jump shot but didn_t receive the same freedom to operate. He could go anywhere in the back half of the first round. The most translatable skill for Looney is clearly his rebounding on both ends of the floor. His stretch-four upside is the key here, and if he becomes a consistent three-point threat, there should be a place for him in the NBA. On the defensive side, his long arms allow him to be disruptive and he should be able to guard his position and switch onto wings situationally. If Looney_s shot develops to the point where his team can deploy him as a small-ball five a la Golden State_s Draymond Green, he_ll be an especially useful cog in someone_s machine. Looney needs to do more than just rebound to earn minutes, and it_s not clear yet how his offensive skills will diversify. In the pros, he_ll face athletes that can outleap him and negate his length advantage. Lacking any semblance of a post game, Looney needs his shots to be created for him in order to be a factor until he expands his arsenal. There are also some questions about his conditioning, and he_s a project who will especially require the right team and development plan to succeed. Right now the D-League isn_t out of the question, and working in Looney_s favor is the fact he_s 19 years old.",,,,,
Tyus Jones,2015,SI,6/22/15,18,,,"Here we have the rare case of a player who is still being undervalued despite a March Madness breakout. We_ve seen players of Jones_s ilk before, point guards who bring clich‚ strengths to the table: he_s a gamer, a guy who makes his teammates better, who simply understands how to play the game and almost always impacts the game in a positive way. Mudiay and Russell are the headliners, but Jones should be the third point guard off the board. At worst, the Final Four MVP looks like a steady backup. At best, he_s somebody_s point guard of the future. A natural leader and distributor, Jones is a cerebral player who gets the job done. He was regarded as the top point guard in his class for much of high school, and his teams have almost always won. He checks all the intangible boxes, including a notable competitive streak. Don_t expect him to be a big-time scorer, but he won_t need to be in order to have success. Jones looks suited to step into a backup role immediately, and it_s tough to bet against his track record. Considering the number of special NBA guards who_ve had plenty of success without sexy athletic attributes, Jones could be a steal in the middle of the first round. Jones doesn_t fit the current chic mold of a big explosive ball-handler and will have a shorter leash as a result. Trey Burke could be a recent detrimental point of comparison, though Jones has better size and is a more instinctive playmaker at the same stage. As a freshman he quieted the talk about his inconsistent perimeter shooting (37% from deep). The next thing he_ll have to show is whether he can cut it defensively as a pro. The million-dollar question is if Jones_s lack of athleticism will overshadow his considerable strengths. It_s a critique we_ve seen successful point guards dismiss plenty of times before.",,,,,
Trey Lyles,2015,SI,6/22/15,19,,,"It_s possible that Lyles_s stock could have been higher had he not been part of Kentucky_s star-studded rotation. The worst part about the Wildcats_ rotation for Lyles is that he was often playing out of position at small forward. After Alex Poythress went down, Lyles_s star rose accordingly, proving he_s one of the more skilled power forwards in this draft. He_s a true four-man both size- and skill-wise who fits both in half-court and transition play. While he doesn_t have one elite talent, Lyles is one of the draft_s most well-rounded offensive big men. Lyles is able to do a little bit of everything and is comfortable attacking off the dribble, finishing at the basket and has the makings of a solid post game. He_s a good passer and face-up player with a decent mid-range game, and the development of his three-point shot will be key to his value. While the prospect of Lyles as a stretch-four is enticing, he has enough talent and versatility to become a very solid offensive cog, though he may never be a true star. He_s just 19 and has plenty of time to polish his game, and there_s plenty for teams to work with. The main strike against Lyles is that he lacks top-level leaping and quickness. His offensive skills, especially with added shooting range could certainly make up for that. Though he wasn_t that productive statistically, you have to remember how things work at Kentucky. Plus, his per-minute stats are more forgiving. It_s Lyles_s defense that begs the most questions_he won_t be able to guard small forwards like he did at Kentucky. While Lyles can match most four-men from a physical standpoint, he_s not a shot-blocker. If he doesn't improve the jumper or prove to be passable defensively, his prospects are far less exciting.",,,,,
Justin Anderson,2015,SI,6/22/15,20,,,"After growing up in Virginia, Anderson stayed in-state for college, committing to Virginia over Maryland, Texas and Virginia Tech. He assumed secondary roles his first two seasons in Charlottesville, averaging under eight points per game. His junior season marked an emergence into the spotlight, but also two setbacks. He was arguably the best player on a Virginia team that spent most of the season ranked in the top 5, averaging 12.2 points a game on 46.6% shooting and hitting 45.2% of his threes. But Anderson also battled injuries, missing eight games late in the season to a broken finger and then an appendectomy. He didn_t fully recover in time to save Virginia from a season-ending loss to Michigan State in the NCAA tournament Round of 32. Anderson anchored Virginia_s stellar defense, using his long arms and quickness to guard perimeter players and his strength to match up with bigger players in the post. He has also developed an offensive game to match his defense, shooting 46.6% from the field and 45.2% from three-point range last season, up dramatically from 40.7% and 29.4%, respectively, in 2013-14. His improvement from behind the three-point line_which follows dramatic changes in his shooting form_is especially encouraging. He could fit easily on any NBA roster as a prototypical _three and D_ wing. He_s also an athletic leaper who wouldn_t be out of place in a dunk contest. Anderson_s offensive game still could use work. He can_t do much in isolation situations, and he made fewer than half of his two-point attempts each of his three years at Virginia. Sub-par ball-handling skills prevent him from being a go-to option on offense. He_ll need to improve his handle to contribute as an NBA guard. As it is, he_s a bit of a _tweener on offense, with a skill set more befitting of a small forward at the professional level. He also needs to show that his sudden shooting improvement was no fluke. If the shooting ability he showed as a junior can_t be sustained, opponents will ignore him on offense.",,,,,
Montrezl Harrell,2015,SI,6/22/15,21,,,"Some of Harrell_s early buzz has worn off, but there_s plenty to like about him as a value pick toward the back of the first round. And though he might have gone higher in last year_s draft_after so many teams had tangible success playing small this season_Harrell_s future role in the league actually looks much clearer now. He_s obviously an undersized big, but his ridiculous wingspan, measured at over 7_4_ at the combine, does wonders for his cause. A unique body type, strong rebounding r‚sum‚ and active motor cast Harrell potentially as sort of a poor man_s Tristan Thompson. Harrell is tough, runs the floor and finishes extremely well. He_ll play above the rim and has improved his shooting touch on free throws and mid-range attempts. Cleaning the glass has been his constant calling card as a prospect, and he_s got the necessary nasty streak and high-energy style to succeed given his build. Defensively, he held his own in college and plays extremely tough, which has to continue in the NBA. If that happens, he should be able to play both power forward and even some small-ball center, causing problems on the interior and covering up for some of his teammates_ mistakes. Beyond the offensive glass, it_s unclear where Harrell_s scoring will come from at the next level. He_s not really a back-to-the-basket type and his jumper remains a work in progress. The combined number that hurts him is 11.9% body fat, which is somewhat mysterious. In the event his intangibles aren_t enough and his relentless style of play doesn_t translate, Harrell_s NBA stay could be briefer than expected.",,,,,
Kelly Oubre Jr,2015,SI,6/22/15,22,,,"A few months after losing Andrew Wiggins to the NBA draft, Kansas added another highly regarded wing in its incoming recruiting class. Oubre played limited minutes early in the season as he got acclimated to the college game but eventually became a bigger part of the rotation. His best game came near the end of the regular season, a 25-point performance on 5-of-10 shooting in a win over TCU. In all, Oubre played a considerable role for a Jayhawks team that won 27 games, clinched a share of their 11th straight Big 12 regular-season title and earn a No. 2 seed in the NCAA tourney. Oubre possesses the potential to develop into a versatile perimeter defender. His combination of length (7_2 «_ wingspan), athleticism and awareness should allow him to guard multiple positions in the NBA. Oubre also can create turnovers_he posted the fifth-highest steal percentage among Big 12 players during conference play last season, according to kenpom.com_and holds his own on the defensive glass. On the other end of the floor. Oubre is primarily a spot-up shooter. He hit 35.8% of his three-point attempts last season and averaged more than a point per possession on spot-up opportunities, according to Synergy Sports. Oubre could develop into a solid floor-spacer in the NBA, but his jump shot was inconsistent at Kansas. Over his final eight regular season games, Oubre connected on only 18.8% of his treys. Oubre also didn_t display a consistent ability to create good shot opportunities inside the arc. He sank 38% of his mid-range shots and converted fewer than 50% of his two-point attempts. Oubre didn_t distinguish himself as a playmaker, either, as he recorded 1.4 assists per 40 minutes (adjusted for pace), fewer than frontcourt teammates Perry Ellis and Jamari Traylor. Though Oubre presents upside as a two-way wing, he will likely need some time to develop before making a significant impact.",,,,,
Cameron Payne,2015,SI,6/22/15,23,,,"Payne was lowly recruited out of high school after coming off the bench on the AAU circuit. He wasn_t supposed to be Isaiah Canaan_s replacement at Murray State but had to assume the starting point guard role immediately as a freshman due to injuries. Payne never looked back, emerging as one of the elite point guards in the country. Leading the Racers_ offense, Payne guided Murray State to the 13th-most efficient offense in the nation this season, per kenpom.com. He ranked 15th in the nation in assists per game. He recently suffered a fractured ring finger on his non-shooting hand. The injury does not require surgery, but Payne will not workout for anymore teams before the draft. Payne has the one true necessary skill of a point guard in today_s NBA: A mastery of the pick-and-roll. He_s crafty working in various pick-and-roll sets, using his next-level decision-making ability, pull-up jumper and fluid floater to keep defenses off balance. He possesses the vision and ball-handling abilities of an NBA point guard, and he really shines in the open court. What makes Payne an especially intriguing prospect to scouts is his length and defensive versatility. At just under 6_2_, Payne measured an exceptional 6_7 ¬_ wingspan. Combine that with his quickness and Payne could potentially guard the majority of all NBA wings. Like many 20-year-old prospects, Payne needs to add muscle in order to survive at the next level. His floater is truly a weapon, but he struggles getting all the way to the rim and has difficulties finishing. Payne_s struggle to reach the tin against mid-major opponents is definitely concerning. His funky shooting form is also a cause for some pause.",,,,,
Jonathan Holmes,2015,SI,6/22/15,24,,,"A decorated four-year player at Texas, Holmes played in 127 games for the Longhorns stacking up 1,166 points. He was a top-100 recruit out of San Antonio who stepped right into a key role for UT. He finished his 2014-15 season with All-Conference Honorable Mention honors in the Big 12. Holmes has solid mechanics on his jumper and has displayed range out to the three-point line (33%). He_s also an excellent rebounder for a wing player. He competes hard and shows good floor awareness. Holmes has the frame and skill to back down smaller defenders to score, while also possessing the ability to take bigger defenders off the dribble. He_s a versatile forward who may be best utilized as a stretch-four for a team looking for a plug-and-play offensive player. What position does he play in the NBA? Holmes would be miscast as a creator or scorer off the dribble. He_s a good shooter, but not a consistent one, with his jumper ranging from white-hot to ice-cold. He has the defensive ability and foot quickness to guard wing players on switches, but whether or not he can handle NBA bigs consistently is certainly a concern. Although he flashed the ability to take advantage of smaller players on the offensive end, it wasn_t something he did with enough assertiveness at Texas.",,,,,
R.J. Hunter,2015,SI,6/22/15,25,,,"Hunter garnered national attention in March when he drained a long three-point shot to upset No. 3 seed Baylor in the opening round of the NCAA tournament. R.J._s father, Georgia State head coach Ron, memorably fell out of his chair while celebrating the shot. The win ensured the No. 14 seed Panthers posted at least 25 victories for the second consecutive season, with Hunter serving as the leading scorer and winning the Sun Belt Player of the year award in both 2013-14 and _14-15. A three-star recruit from Indianapolis, Ind., Hunter rejected reported scholarship offers from high-major programs to play for his dad. The main reason Hunter is a coveted NBA prospect is his shooting ability. Though his three-point percentage declined from 39.7 to 29.9 between his sophomore and junior seasons, he finished No. 15 in the country in long-range attempts in _14-15, which accounted for 51% of his total field goal attempts. Hunter drew nearly six fouls per 40 minutes during conference play, according to kenpom.com, and made good on his trips to the line, converting at an 88.7% clip. He profiles as a complementary scorer in the NBA, but Hunter flashed the ability to facilitate offensive opportunities for his teammates, as he recorded just over four assists per 40 minutes in _14-15, adjusted for pace. Hunter did not offset his dip in three-point accuracy with improved shooting inside the arc. Playing the majority of his games against subpar competition in a weaker conference, Hunter connected on only 36.6% of his two-point jump shots last season. Though Hunter possesses favorable length (6_10 «__ wingspan) and recorded a 3.4 steal percentage and 4.6 block percentage during Sun Belt play last season, it_s tough to say whether he_ll be able to hold his own defensively in the NBA after spending so much of his time at GSU in a zone defense.",,,,,
Christian Wood,2015,SI,6/22/15,26,,,"Wood has all the physical gifts you can ask for. He_s 6_11_ with a 7_3_ wingspan and great athleticism. He moves extremely well for a player of his size, which will allow him to guard more agile big men in the NBA. He_s a good finisher at the rim, particularly off lobs, which makes him an ideal pick-and-roll candidate. He has impressive ball-handling abilities, allowing him to run fast breaks by himself, and while he_s no sharp-shooter, he and can hit mid-range jumpers and even the occasional three. With some development, he could help stretch the floor in the NBA. He rebounded well at UNLV, thanks in large part to his length, and blocked loads of shots as well. And given his raw skills, he has room to improve in all these areas going forward. He_ll need to fill out in order to match up with bulkier big men in the NBA. For now, he needs to improve his fundamentals both on defense and on the boards. Long arms were enough to accumulate blocks and rebounds in the Mountain West, but he_ll need to be smarter in the pros. All around, Wood lacks polish, with his effort and decision-making sometimes raising questions. His shot-selection a significant problem. On offense, he shows promise but needs to refine his game and develop a reliable weapon outside of lobs and transition dunks.",,,,,
Delon Wright,2015,SI,6/22/15,27,,,"Academic problems in high school prevented Wright from joining a D-I program right away. Instead, he starred at City College of San Francisco for two years before moving to Utah as a junior college transfer. He was twice named first team All-Pac-12 and to the conference_s All-Defensive team. After leading Utah to a 26-9 record in 2014-15, Wright was named a second team All-America. His older brother, Dorell Wright, plays for the Trail Blazers. A do-it-all point guard with outstanding size for the position. Wright gets by with craft rather than overpowering athleticism. He_s a smart, decisive player who can score, distribute and rebound well for his position. An efficient scorer despite not being a great shooter overall, Wright has a knack for getting to his spots and finding creases. The senior can also defend and has a knack for creating steals and tips due to his length and excellent anticipation into passing lanes. Occasionally, he has trouble finishing around the rim, and he doesn_t have the elite athleticism you look for in a starting NBA point guard. Outside shooting will be a question, despite a decent three-point percentage as a senior (35.6%). Teams seeking upside players in the first round will worry about Wright_s age.",,,,,
Rashad Vaughn,2015,SI,6/22/15,28,,,"Vaughn was a McDonald_s All-American after transferring to Findlay Prep in Henderson, Nev., from his hometown of Golden Valley, Minn. A five-star recruit in the class of 2014, he chose nearby UNLV over Kansas, Kentucky, North Carolina and others. He made an immediate impact for the Runnin_ Rebels, scoring 26 points in his first college game and averaging 17.8 points during his freshman season, the second-best mark in the Mountain West. Vaughn_s season ended prematurely in February when he tore the meniscus in his left knee in a game against Fresno State. Vaughn is 18 years old, making him one of the draft_s youngest players. And at 6_6_, he has good size for his position. He_s a natural scorer, with the ability to make shots from anywhere on the floor, over any level of defense. As a freshman, he scored in bunches and excelled as a shooter especially in catch-and-shoot scenarios. He also does well in isolation and can create off the dribble. With his size and relative athleticism, he has potential to be a capable defender, if not better. Vaughn shot 43.9% from the field last season and will need to be more efficient at the next level. That means improving his shot selection, resisting contested shots and also becoming a more willing passer. His low assist rate in _14-15 underlines his resistance to find the open man or create opportunities for others. He_s not particularly long or strong, so he_ll have to work to become a good rebounder and defender. He_s not the most athletic player in the draft, so he_ll need to be crafty at getting to the rim and improve at finishing when he gets there. Otherwise, he risks becoming solely a spot-up shooter.",,,,,
Robert Upshaw,2015,SI,6/22/15,29,,,"Upshaw is one of the biggest question marks in this draft. With his defensive potential, especially his elite rim protection, the former Washington big man has the talent and physical makeup of a lottery pick. He has a checkered past, having been dismissed from two schools reportedly for substance abuse issues. He also has possible health issues, as he was flagged at the combine with heart issues. He could end up dropping to the end of the first round or out of it entirely due to those concerns. But his fall could end up a blessing in disguise. He would miss out on guaranteed money, but he could begin his NBA career in an established system and culture and with lower expectations. Upshaw_s draft stock is primarily rooted in his reputation as an elite shot-blocker, which is a disservice to the big man_s overall defensive prowess. He_s a solid post defender and also has good awareness on switches, especially when he_s directly involved in pick-and-rolls as well as shadowing pick-and-rolls from the weakside. He uses his exceptional length to the best of his abilities, making the most of his 7_5 «_ wingspan and 9_5_ standing reach. Upshaw was an efficient rebounder as well, grabbing 13.1 per 40 minutes this season. The big man even showed competent ball skills on the perimeter, which bode well for his transition to offensive systems heavy on dribble hand-offs from bigs around the high post. With Upshaw, character is a major concern, after being booted from Washington and Fresno State in two years. He has since hired a life coach and has worked diligently to put his worst days behind him, but his past is certainly worrisome. Upshaw is also lacking in lower-body strength, which hinders his ability to muscle against other big men in the paint. Upshaw has significant troubles at the foul line as well, converting just 43.4% throughout his college career.",,,,,
Jarrell Martin,2015,SI,6/22/15,30,,,"Originally considered a potential one-and-done candidate, Martin returned to LSU for his sophomore year and helped lead the Tigers to a 22-10 regular season and a No. 9 seed in the NCAA tournament. Martin continued to impress with his elite athleticism and certainly looks the part of a modern NBA four-man with his perimeter playmaking skills and ability to face-up. The biggest cause for concern is his big dip in three-point shooting, a skill that has become prevalent at the four in today_s NBA. With an improved defensive approach and heightened basketball IQ, Martin could build a long NBA career as a fringe starter. When watching Martin, it_s obvious he possess exceptional athleticism and quickness for a player his size. His leaping ability (34.5"" max vertical at the NBA draft combine) allowed him to get up and finish with the best in college basketball last season and also makes him a force on the offensive glass. He runs the floor like a gazelle and truly thrives in transition. In the half-court, he utilizes a polished face-up game that extends to about 15 feet out. He can both roll to the basket in the pick-and-roll or pop out to set up his solid mid-range game. Defensively, he_s shown the ability to body up bigger opponents one-on-one on the block as well. Martin regressed shooting-wise from the outside in his second collegiate season, shooting just 26.9% from three-point land after converting 33.3% of his attempts from outside as a freshman. He also struggles scoring in the post, which is a major factor in his preference to face-up when looking to score. His awareness hurts him defensively in terms of rotations and positioning, which impacts defensive rebounding. For a player who attacks the offensive glass in his own right, Martin loses far too many offensive rebounds to his opponents. His average length and wingspan might turn a few teams off as well.",,,,,
Jabari Parker,2014,SI,22-Jun,1,,,,,,,,
Andrew Wiggins,2014,SI,22-Jun,2,,,,,,,,
Joel Embiid,2014,SI,22-Jun,3,,,,,,,,
Dante Exum,2014,SI,22-Jun,4,,,,,,,,
Marcus Smart,2014,SI,22-Jun,5,,,,,,,,
Julius Randle,2014,SI,22-Jun,6,,,,,,,,
Doug McDermott,2014,SI,22-Jun,7,,,,,,,,
Aaron Gordon,2014,SI,22-Jun,8,,,,,,,,
Dario Saric,2014,SI,22-Jun,9,,,,,,,,
Gary Harris,2014,SI,22-Jun,10,,,,,,,,
Nik Stauskas,2014,SI,22-Jun,11,,,,,,,,
James Young,2014,SI,22-Jun,12,,,,,,,,
Tyler Ennis,2014,SI,22-Jun,13,,,,,,,,
Elfrid Payton,2014,SI,22-Jun,14,,,,,,,,
Adreian Payne,2014,SI,22-Jun,15,,,,,,,,
Zach LaVine,2014,SI,22-Jun,16,,,,,,,,
Rodney Hood,2014,SI,22-Jun,17,,,,,,,,
Jusuf Nurkic,2014,SI,22-Jun,18,,,,,,,,
K.J McDaniels,2014,SI,22-Jun,19,,,,,,,,
Cleanthony Early,2014,SI,22-Jun,20,,,,,,,,
P.J. Hairston,2014,SI,22-Jun,21,,,,,,,,
Jerami Grant,2014,SI,22-Jun,22,,,,,,,,
Clint Capela,2014,SI,22-Jun,23,,,,,,,,
T.J. Warren,2014,SI,22-Jun,24,,,,,,,,
Shabazz Napier,2014,SI,22-Jun,25,,,,,,,,
Jordan Adams,2014,SI,22-Jun,26,,,,,,,,
C.J. Wilcox,2014,SI,22-Jun,27,,,,,,,,
Mitch McGary,2014,SI,22-Jun,28,,,,,,,,
Jordan Clarkson,2014,SI,22-Jun,29,,,,,,,,
Glenn Robinson III,2014,SI,22-Jun,30,,,,,,,,